Provider,Specialty,City,State,Payments
"FREUDENBURG, JAMES C",Family Practice,LONGMONT,CO,"$52,831.76"
"HINMAN, MARK W",Family Practice,LONGMONT,CO,"$52,161.45"
"KOLDENHOVEN, GREGG A",Orthopedic Surgery,LONGMONT,CO,"$51,760.19"
"EMDUR, ABBY C",Otolaryngology,LONGMONT,CO,"$49,438.64"
"LOREDO, ROSAMELIA L",Nurse Practitioner,LONGMONT,CO,"$46,648.51"
"SMITH, WILLIAM M",Clinical Psychologist,LONGMONT,CO,"$45,960.73"
"NOUHAN, ROBERT V",Family Practice,LONGMONT,CO,"$45,723.37"
"RICHARDSON, JULIA",Physical Therapist,LONGMONT,CO,"$45,604.65"
"GOODBEE, DAVID",Diagnostic Radiology,LONGMONT,CO,"$45,160.46"
"BRETT, MATTHEW S",Family Practice,LONGMONT,CO,"$44,059.17"
"NEKOORAD-LONG, HALEH",Psychiatry,LONGMONT,CO,"$43,290.85"
"PEARSON, GARY",Internal Medicine,LONGMONT,CO,"$42,785.42"
"NORWOOD, CASSANDRA L",Licensed Clinical Social Worker,LONGMONT,CO,"$41,568.02"
"COOPER, PAUL L",Family Practice,LONGMONT,CO,"$41,133.93"
"ROACH, SUSAN I",Family Practice,LONGMONT,CO,"$41,133.24"
"DEWEY, DOUGLAS G",Physical Therapist,LONGMONT,CO,"$40,813.43"
"BERG, KEVIN",General Surgery,LONGMONT,CO,"$40,794.86"
"GUM, RYAN A",Physical Therapist,LONGMONT,CO,"$40,203.54"
"BEREZNOFF, CRAIG M",Family Practice,LONGMONT,CO,"$39,459.35"
"PETERSON, MICHAEL",Physical Therapist,LONGMONT,CO,"$39,445.03"
"GUTIERREZ, HORACIO",Diagnostic Radiology,LONGMONT,CO,"$38,939.79"
"KAFUUMA, ROLAND K",Internal Medicine,LONGMONT,CO,"$38,832.37"
"WARNER, BRITT E",Physician Assistant,LONGMONT,CO,"$37,988.00"
"JOSEPH, STEVEN J",Chiropractic,LONGMONT,CO,"$36,704.95"
"GEHRS, MELINDA A",Physical Medicine and Rehabilitation,LONGMONT,CO,"$36,028.43"
"GRGURICH, BRADLEY",Physical Therapist,LONGMONT,CO,"$35,614.90"
"STEED, RITCHIE H",Podiatry,LONGMONT,CO,"$35,577.42"
"OLIJNYK, IRENE",Ophthalmology,LONGMONT,CO,"$32,865.78"
"WOLFORD, JANE L",Optometry,LONGMONT,CO,"$32,157.99"
"KAMINSKI, JASON L",Optometry,LONGMONT,CO,"$32,124.26"
"BASSETT, RACHEL M",Family Practice,LONGMONT,CO,"$31,933.98"
"MILLER, DENISE M",General Surgery,LONGMONT,CO,"$31,470.14"
"BERARDELLI, EVA A",Physical Medicine and Rehabilitation,LONGMONT,CO,"$30,754.91"
"FAINI, MARY E",Family Practice,LONGMONT,CO,"$30,551.52"
"COOPER, PAMELA G",Licensed Clinical Social Worker,LONGMONT,CO,"$29,358.38"
"MADDEN, CHRISTOPHER C",Family Practice,LONGMONT,CO,"$28,238.49"
"CHRISTIANSEN, AMMIE E",Family Practice,LONGMONT,CO,"$27,947.90"
"NISSIM, JOSEPH J",Internal Medicine,LONGMONT,CO,"$25,954.34"
"BLACKWOOD, CLARK",Optometry,LONGMONT,CO,"$25,864.58"
"LEE, GARRETT B",Emergency Medicine,LONGMONT,CO,"$23,357.29"
"BINDSEIL, RICHARD F",Anesthesiology,LONGMONT,CO,"$22,690.86"
"FLANAGAN, CLINT",Family Practice,LONGMONT,CO,"$21,921.44"
"LEWIS, HOLLY",Internal Medicine,LONGMONT,CO,"$21,760.47"
"RAY, STEVEN L",Family Practice,LONGMONT,CO,"$21,486.85"
"KIRKPATRICK, JEFFREY C",Anesthesiology,LONGMONT,CO,"$21,367.81"
"JUGE, KIMBERLY M",Physical Therapist,LONGMONT,CO,"$20,885.12"
"SCHMID, PETER M",Otolaryngology,LONGMONT,CO,"$20,444.39"
"CRISPIN, MOLLY S",Physical Therapist,LONGMONT,CO,"$20,433.85"
"ROSS, HEATHER M",Emergency Medicine,LONGMONT,CO,"$20,230.47"
"SCHOENWALD, KARI",Physician Assistant,LONGMONT,CO,"$19,963.03"
"GIBSON, JILL",Internal Medicine,LONGMONT,CO,"$19,386.12"
"MUNCY, TRAVIS R",Anesthesiology,LONGMONT,CO,"$19,236.84"
"KABAT, MARK A",Psychiatry,LONGMONT,CO,"$18,761.27"
"GUY, REGINALD",Family Practice,LONGMONT,CO,"$18,730.00"
"KATZ, RACHEL S",Physical Therapist,LONGMONT,CO,"$18,218.02"
"GAMBRELL, WILLIAM M",Anesthesiology,LONGMONT,CO,"$18,130.93"
"HARTLOVE, PETER T",Podiatry,LONGMONT,CO,"$17,769.92"
"WEDDEL, STEPHEN J",Anesthesiology,LONGMONT,CO,"$16,963.10"
"BACHINSKI, THOMAS L",Physician Assistant,LONGMONT,CO,"$16,231.60"
"LARIMORE, MICHAEL L",Chiropractic,LONGMONT,CO,"$16,198.27"
"RUSSELL, AMIE K",Physical Therapist,LONGMONT,CO,"$15,975.11"
"FINNEGAN, PATRICK M",Obstetrics/Gynecology,LONGMONT,CO,"$15,897.06"
"HENSLEY, KYLE A",Physical Therapist,LONGMONT,CO,"$15,765.33"
"MARAN, LORI L",Rheumatology,LONGMONT,CO,"$15,658.48"
"FORREST, LARRY L",Optometry,LONGMONT,CO,"$15,279.09"
WALGREEN CO,Mass Immunization Roster Biller,LONGMONT,CO,"$15,049.86"
"HRYWNAK, VIRGINIA",Family Practice,LONGMONT,CO,"$14,688.07"
"STATLEY, WESLEY E",Chiropractic,LONGMONT,CO,"$14,533.69"
"SAINTSING, DAVID E",Emergency Medicine,LONGMONT,CO,"$14,362.90"
"HUGHES, SIBYL",Physician Assistant,LONGMONT,CO,"$14,294.44"
"SCHULTZ, JOHN F",Chiropractic,LONGMONT,CO,"$14,092.29"
"PETRILLI, RALPH L",Anesthesiology,LONGMONT,CO,"$14,091.67"
"PETERSON, SANDRA L",Psychiatry,LONGMONT,CO,"$13,860.31"
"NELSON, BRIAN S",Obstetrics/Gynecology,LONGMONT,CO,"$13,805.36"
"CLANCEY, DOUGLAS A",Chiropractic,LONGMONT,CO,"$13,680.96"
"SNEDDON, WALLACE A",Anesthesiology,LONGMONT,CO,"$13,436.87"
"FORTNER, CORWYN D",Anesthesiology,LONGMONT,CO,"$13,355.16"
"TERKONDA, RAJ P",Otolaryngology,LONGMONT,CO,"$12,604.84"
"FISH, EILEEN M",Nephrology,LONGMONT,CO,"$12,522.45"
"LANE, KIM R",Obstetrics/Gynecology,LONGMONT,CO,"$12,501.74"
"BRISSON, DOUGLAS P",Chiropractic,LONGMONT,CO,"$12,441.67"
SAFEWAY INC,Mass Immunization Roster Biller,LONGMONT,CO,"$12,323.28"
"DAVIES, TERESA",Chiropractic,LONGMONT,CO,"$11,394.01"
"EAMAN, MARY F",Physical Therapist,LONGMONT,CO,"$11,219.84"
"KING, SPENCER",Emergency Medicine,LONGMONT,CO,"$10,971.27"
"LEVINE, ALLISON R",Clinical Psychologist,LONGMONT,CO,"$10,700.61"
"FRITZ, THOMAS R",Chiropractic,LONGMONT,CO,"$10,670.40"
"SMITH, ROBERT M",Podiatry,LONGMONT,CO,"$10,547.33"
"CONNELLY, CHE C",Chiropractic,LONGMONT,CO,"$10,472.24"
"BRADLEY, JOHN C",Anesthesiology,LONGMONT,CO,"$10,384.64"
"KRONE, ROBERT",Optometry,LONGMONT,CO,"$10,170.83"
"WENTWORTH, BRENDA",Licensed Clinical Social Worker,LONGMONT,CO,"$9,813.37"
"JENNINGS, JAMES E",Anesthesiology,LONGMONT,CO,"$9,735.82"
"WENDT, JOHN R",Chiropractic,LONGMONT,CO,"$9,616.71"
"POWELL, ROBERT L",General Surgery,LONGMONT,CO,"$9,456.31"
LONGMONT SLEEP DIAGNOSTICS INC,Independent Diagnostic Testing Facility,LONGMONT,CO,"$9,148.21"
"SHELTON, BRENDA K",Chiropractic,LONGMONT,CO,"$9,048.27"
"JOHNSTON, DONALD N",Chiropractic,LONGMONT,CO,"$8,922.67"
DILLON COMPANIES INC,Mass Immunization Roster Biller,LONGMONT,CO,"$8,867.45"
"ELZINGA, HANS D",Family Practice,LONGMONT,CO,"$8,612.93"
"LORA-JOHNSON, ELENA M",Physical Therapist,LONGMONT,CO,"$8,503.16"
"JOHNSTON, DEREK D",Chiropractic,LONGMONT,CO,"$8,094.03"
"BREITLOW, JAY D",Chiropractic,LONGMONT,CO,"$7,982.58"
SAFEWAY INC,Mass Immunization Roster Biller,LONGMONT,CO,"$7,725.84"
WALGREEN CO,Mass Immunization Roster Biller,LONGMONT,CO,"$7,666.56"
"FINK, WILLIAM L",Psychiatry,LONGMONT,CO,"$7,490.64"
SAFEWAY INC,Mass Immunization Roster Biller,LONGMONT,CO,"$7,402.96"
"KNOX, JENNIFER A",Physical Therapist,LONGMONT,CO,"$7,393.91"
"BRODIE, AUDREY",Optometry,LONGMONT,CO,"$6,779.05"
"CROUCH, ERIC L",Physician Assistant,LONGMONT,CO,"$6,614.24"
WALGREEN CO,Mass Immunization Roster Biller,LONGMONT,CO,"$6,516.17"
"BENSON, SUSAN L",Nurse Practitioner,LONGMONT,CO,"$6,255.27"
"LANSING, MARY B",Ophthalmology,LOUISVILLE,CO,"$2,029,074.78"
"EICKMANN, THOMAS H",Orthopedic Surgery,LOUISVILLE,CO,"$193,934.86"
"FLATIRONS SURGERY CENTER, LLC",Ambulatory Surgical Center,LOUISVILLE,CO,"$124,078.26"
"SHEN, MICHAEL S",Orthopedic Surgery,LOUISVILLE,CO,"$93,105.14"
LOUISVILLE FIRE PROTECTION DISTRICT,Ambulance Service Supplier,LOUISVILLE,CO,"$71,961.25"
"STEWART, RICHARD",Ophthalmology,LOUISVILLE,CO,"$71,917.22"
"HO, STEPHEN C",Dermatology,LOUISVILLE,CO,"$71,205.33"
"MONDROW, ERIK M",Internal Medicine,LOUISVILLE,CO,"$67,243.33"
"CASTRO, BRYAN A",Orthopedic Surgery,LOUISVILLE,CO,"$64,829.66"
"KELL, HALE M",Optometry,LOUISVILLE,CO,"$58,413.58"
"TALAMANTES, LISA H",Family Practice,LOUISVILLE,CO,"$58,291.87"
"BYRT, JULIE A",Physical Therapist,LOUISVILLE,CO,"$55,941.50"
"GRAUER, J D",Orthopedic Surgery,LOUISVILLE,CO,"$53,094.18"
"WAGNER, WILLIAM J",Neurology,LOUISVILLE,CO,"$51,718.12"
"NUHFER, DAVID M",Family Practice,LOUISVILLE,CO,"$51,174.71"
"WERTZ, MICHAEL P",Orthopedic Surgery,LOUISVILLE,CO,"$48,224.30"
"FOX, CHRISTOPHER R",Endocrinology,LOUISVILLE,CO,"$47,643.60"
"HERRMANN, GLENN E",Plastic and Reconstructive Surgery,LOUISVILLE,CO,"$44,713.84"
"MAZZOLA, TIMOTHY J",Family Practice,LOUISVILLE,CO,"$40,332.10"
"MILLER, JOHN M",Podiatry,LOUISVILLE,CO,"$38,652.55"
"REID, JAMES",Orthopedic Surgery,LOUISVILLE,CO,"$38,045.89"
"PINTO, RANDOLPH",Family Practice,LOUISVILLE,CO,"$35,973.79"
"GITCHELL, HEATHER L",Optometry,LOUISVILLE,CO,"$32,306.65"
"PATTERSON, MARCIA L",Nurse Practitioner,LOUISVILLE,CO,"$32,218.59"
"ANDERSON, BRAD D",Family Practice,LOUISVILLE,CO,"$31,197.50"
"KAMATH, VINAYA K",Endocrinology,LOUISVILLE,CO,"$30,800.02"
"LISCHWE, THOMAS",Family Practice,LOUISVILLE,CO,"$30,418.43"
"ARBOUR, STEVEN L",Physician Assistant,LOUISVILLE,CO,"$28,816.48"
"BEEKS, CINDY J",Optometry,LOUISVILLE,CO,"$28,578.78"
"OPPEGAARD, JAIME L",Physical Therapist,LOUISVILLE,CO,"$27,529.14"
"MANDAGERE, KELLY A",Endocrinology,LOUISVILLE,CO,"$27,315.60"
"SULLIVAN, LISA J",Podiatry,LOUISVILLE,CO,"$27,104.03"
"DAVIS, ALEXIS L",Nurse Practitioner,LOUISVILLE,CO,"$26,731.58"
"OAKES, MARIA REGINA F",Emergency Medicine,LOUISVILLE,CO,"$26,436.53"
"HSIN, JOSEPH",General Surgery,LOUISVILLE,CO,"$26,066.04"
"ABRAMS, PAMELA R",Family Practice,LOUISVILLE,CO,"$25,265.35"
"QUINLISK, ERNIE",Physical Therapist,LOUISVILLE,CO,"$22,548.03"
"WEST, JON C",Physical Therapist,LOUISVILLE,CO,"$21,032.91"
"PADDOCK, JULIE F",Family Practice,LOUISVILLE,CO,"$19,989.68"
"IACOFANO, LISA A",Internal Medicine,LOUISVILLE,CO,"$19,778.58"
"VANEPPS, DENISE",Physical Therapist,LOUISVILLE,CO,"$18,977.94"
"MANN, THOMAS A",Orthopedic Surgery,LOUISVILLE,CO,"$18,673.88"
"DREW, CHRISTOPHER",Psychiatry,LOUISVILLE,CO,"$18,627.71"
"LYONS, CAMERON S",Physical Therapist,LOUISVILLE,CO,"$18,435.02"
"BIERBRAUER, DAVID M",Orthopedic Surgery,LOUISVILLE,CO,"$17,733.77"
"OCEL, DANIEL L",Orthopedic Surgery,LOUISVILLE,CO,"$17,171.38"
"LAFERRIERE, HEATHER",Physical Therapist,LOUISVILLE,CO,"$16,946.37"
"WILLS, RICHARD B",Internal Medicine,LOUISVILLE,CO,"$16,690.22"
"PETRAK-RON, BETTY A",Allergy/Immunology,LOUISVILLE,CO,"$16,105.51"
"LEIBOVITZ, ROSS M",General Surgery,LOUISVILLE,CO,"$15,435.39"
"RENTSCHLER, LINDSEY M",Endocrinology,LOUISVILLE,CO,"$15,147.90"
"QUANE, ERIKA",Physician Assistant,LOUISVILLE,CO,"$14,501.50"
"BULMAHN, LORA L",Family Practice,LOUISVILLE,CO,"$13,416.66"
"RUSH, BRIAN E",Physician Assistant,LOUISVILLE,CO,"$12,392.38"
"FAHS, CHRISTOPHER",Physical Therapist,LOUISVILLE,CO,"$11,590.58"
"WYNETT, JANA",Family Practice,LOUISVILLE,CO,"$11,431.70"
"YOON, ELIZABETH J",Nurse Practitioner,LOUISVILLE,CO,"$10,294.02"
"MILLER, DAVID E",Psychiatry,LOUISVILLE,CO,"$9,566.56"
"BLUE, SUSAN D",Physical Therapist,LOUISVILLE,CO,"$9,096.90"
"MILLER, STEVEN P",Psychiatry,LOUISVILLE,CO,"$8,856.81"
"ELLIS, LARISSA",Physical Therapist,LOUISVILLE,CO,"$8,473.01"
"KIEREIN, REBECCA",Family Practice,LOUISVILLE,CO,"$8,400.20"
"STOLL, EDWARD J",Orthopedic Surgery,LOUISVILLE,CO,"$7,171.57"
WALGREEN CO,Mass Immunization Roster Biller,LOUISVILLE,CO,"$6,493.64"
"LAPERRIERE, DANIEL C",Family Practice,LOUISVILLE,CO,"$5,993.38"
"NAWROCKI, CHARLES P",CRNA,LOUISVILLE,CO,"$5,657.26"
DILLON COMPANIES INC,Mass Immunization Roster Biller,LOUISVILLE,CO,"$5,115.69"
"ACHTERMANN, KAREN",Chiropractic,LOUISVILLE,CO,"$4,480.36"
"NAVARRO, KACEY C",Nurse Practitioner,LOUISVILLE,CO,"$4,038.00"
"BONDAROVICH, JAMES A",Chiropractic,LOUISVILLE,CO,"$3,712.69"
"MCDONALD, WENDY P",CRNA,LOUISVILLE,CO,"$3,612.51"
"AUSTIN, PAUL D",Chiropractic,LOUISVILLE,CO,"$3,526.22"
"MEAD, DAINA",Family Practice,LOUISVILLE,CO,"$3,519.84"
"MILKAVICH, AMY K",Clinical Psychologist,LOUISVILLE,CO,"$3,518.78"
"RIGGS, IRA D",Chiropractic,LOUISVILLE,CO,"$2,963.53"
"NOTEBOOM, KURT D",Physician Assistant,LOUISVILLE,CO,"$2,894.39"
"VODDER, SUSAN M",Physical Therapist,LOUISVILLE,CO,"$2,413.80"
"GRAHAM, LEE A",CRNA,LOUISVILLE,CO,"$2,010.00"
"LINSLEY, PETER J",CRNA,LOUISVILLE,CO,"$1,691.29"
"MORAN, ELIZABETH T",Physician Assistant,LOUISVILLE,CO,"$1,670.05"
"JEUNG, EDWIN",Optometry,LOUISVILLE,CO,"$1,562.46"
"CHRISTENSEN, CAROLE",Obstetrics/Gynecology,LOUISVILLE,CO,"$1,425.16"
"JOHS, STEPHEN M",General Surgery,LOUISVILLE,CO,"$1,401.01"
"JOHNSON, ROY D",CRNA,LOUISVILLE,CO,"$1,156.49"
"ROBERTSON, ELIZABETH",Physical Therapist,LOUISVILLE,CO,"$1,111.18"
"MINARY, DEBRA",Nurse Practitioner,LOUISVILLE,CO,$381.48
AMERIDRUG LABORATORIES INC,Clinical Laboratory,LOVELAND,CO,"$2,815,225.35"
HORIZON LABORATORY LLC,Clinical Laboratory,LOVELAND,CO,"$1,679,991.00"
"LILLIS, PATRICK J",Dermatology,LOVELAND,CO,"$965,416.12"
THOMPSON VALLEY EMERGENCY MEDICAL SERVICES INC,Ambulance Service Supplier,LOVELAND,CO,"$744,075.38"
SUMMIT PATHOLOGY PLLP,Clinical Laboratory,LOVELAND,CO,"$613,638.56"
"KIRK, JOHN D",Ophthalmology,LOVELAND,CO,"$563,579.70"
EAGLEMED LLC,Ambulance Service Supplier,LOVELAND,CO,"$482,776.39"
"BRUCE, AARON M",Dermatology,LOVELAND,CO,"$397,775.76"
"LOVELAND ENDOSCOPY CENTER, LLC",Ambulatory Surgical Center,LOVELAND,CO,"$374,514.63"
"LOVELAND SURGICAL ENTERPRISES, LLC",Ambulatory Surgical Center,LOVELAND,CO,"$372,545.87"
"STRONG, LEWIS R",Gastroenterology,LOVELAND,CO,"$297,291.96"
"LANGER, DANIEL A",Gastroenterology,LOVELAND,CO,"$278,556.09"
"CECIL, JENNIFER D",Ophthalmology,LOVELAND,CO,"$248,262.13"
"KOST, DEBBIE",Physical Therapist,LOVELAND,CO,"$230,149.08"
"HOOVER, AARON Z",Dermatology,LOVELAND,CO,"$217,064.40"
"SEARS, STEPHEN R",Gastroenterology,LOVELAND,CO,"$197,867.17"
"CEILLEY, ELIZABETH A",Radiation Oncology,LOVELAND,CO,"$185,875.20"
"NORTH, CRYSTAL M",Gastroenterology,LOVELAND,CO,"$181,007.86"
LOVELAND SURGERY CENTER LLC,Ambulatory Surgical Center,LOVELAND,CO,"$180,174.52"
"SLOAN, LISA L",Occupational therapist,LOVELAND,CO,"$175,338.34"
"DONNER, EDWARD J",Orthopedic Surgery,LOVELAND,CO,"$157,118.18"
"WITT, PETER C",Gastroenterology,LOVELAND,CO,"$149,387.79"
"SMITH, PETER C",Internal Medicine,LOVELAND,CO,"$143,990.92"
"BEE, CHRISTOPHER S",Pathology,LOVELAND,CO,"$136,719.93"
"MILCHAK, RICHARD",Critical Care (Intensivists),LOVELAND,CO,"$114,214.52"
"LIBBY, ARLENE L",Pathology,LOVELAND,CO,"$113,390.09"
"WILDEMAN, CHRISTINE L",Geriatric Medicine,LOVELAND,CO,"$111,759.39"
"PEARSON, ANTONY",Family Practice,LOVELAND,CO,"$110,615.89"
"HIMES, TERRY M",Neurology,LOVELAND,CO,"$110,528.63"
"TELLO, ROBERT J",Internal Medicine,LOVELAND,CO,"$104,959.09"
"KEEFE, KEVIN W",Internal Medicine,LOVELAND,CO,"$99,623.32"
"PETERS, BRENT T",Critical Care (Intensivists),LOVELAND,CO,"$99,009.43"
"JACOB, PREMA M",Family Practice,LOVELAND,CO,"$99,000.67"
"NAGY, MICHAEL S",Psychiatry,LOVELAND,CO,"$97,484.26"
"GUADAGNOLI, MARK D",Cardiac Surgery,LOVELAND,CO,"$96,446.86"
"FLAKE, ZACHARY A",Family Practice,LOVELAND,CO,"$96,239.09"
"NEUHAUSER, THOMAS S",Pathology,LOVELAND,CO,"$95,722.79"
"CHEN, EDWARD",Internal Medicine,LOVELAND,CO,"$95,086.26"
"PARLIMENT, JOEL W",Internal Medicine,LOVELAND,CO,"$94,987.76"
"STEVENS, ERIC",Critical Care (Intensivists),LOVELAND,CO,"$93,777.29"
"DOUTHIT, MARK B",Cardiac Surgery,LOVELAND,CO,"$92,185.93"
"CHRISTIAN, JAMES D",Pathology,LOVELAND,CO,"$88,765.13"
"KING, KERRY",Gastroenterology,LOVELAND,CO,"$86,670.32"
"KUKAFKA, DAVID",Critical Care (Intensivists),LOVELAND,CO,"$85,982.07"
"WEBSTER, DOUGLAS S",Internal Medicine,LOVELAND,CO,"$85,456.29"
"LOPEZ, WILLIAM",Internal Medicine,LOVELAND,CO,"$77,126.06"
"SCHMITT, JOSEPH W",Neurology,LOVELAND,CO,"$75,891.73"
"GILL, SARVJIT S",Otolaryngology,LOVELAND,CO,"$72,726.48"
"CUERVO, JULIA",Internal Medicine,LOVELAND,CO,"$71,598.88"
"KULM, JEROME",Physical Therapist,LOVELAND,CO,"$71,207.26"
ROCKY MOUNTAIN RADIOLOGY CENTER LLC,Independent Diagnostic Testing Facility,LOVELAND,CO,"$70,685.39"
"QUILLEN, JAMES E",Cardiology,LOVELAND,CO,"$70,581.88"
"ANDERSON, THOMAS M",General Practice,LOVELAND,CO,"$69,209.28"
"HOLLOS, LORI A",Family Practice,LOVELAND,CO,"$69,017.03"
"STANTON, MICHAEL W",Cardiac Surgery,LOVELAND,CO,"$68,364.43"
"NORMAN, EDWARD A",Internal Medicine,LOVELAND,CO,"$67,803.63"
"STROH, ANN L",Medical Oncology,LOVELAND,CO,"$67,048.17"
"BAIR, SARAH M",Dermatology,LOVELAND,CO,"$66,757.10"
"MATTHEW, THOMAS L",Cardiac Surgery,LOVELAND,CO,"$66,513.09"
"SNODGRASS, DAVID S",Family Practice,LOVELAND,CO,"$65,974.70"
"BENECK, JOHN C",Physical Therapist,LOVELAND,CO,"$62,906.61"
"SUGAR, MELISSA D",Internal Medicine,LOVELAND,CO,"$60,176.03"
"JOHAR, JASJOT S",Emergency Medicine,LOVELAND,CO,"$59,240.65"
"BANDI, SRINIVAS",Neurology,LOVELAND,CO,"$57,047.03"
"HAILEY, MARK A",Family Practice,LOVELAND,CO,"$56,963.46"
"POLKA, RHETT E",Physical Therapist,LOVELAND,CO,"$56,169.28"
"HIPP, NAOMI J",Internal Medicine,LOVELAND,CO,"$55,575.72"
"SAMMOND, WILLIAM H",Cardiology,LOVELAND,CO,"$54,286.39"
"GILMORENO DE MORA, RODRIGO",Physical Therapist,LOVELAND,CO,"$53,907.21"
"HOFFMANN, JULIE A",Family Practice,LOVELAND,CO,"$53,817.49"
"HUGHES, GREGORY B",Endocrinology,LOVELAND,CO,"$53,801.42"
"JONES, KEVIN W",Occupational therapist,LOVELAND,CO,"$53,623.42"
"PIZZI, CATHERINE C",Pathology,LOVELAND,CO,"$53,086.46"
"DONAHUE, KIMBERLY A",Physical Therapist,LOVELAND,CO,"$53,075.63"
"COPPLE, SHEILA A",Internal Medicine,LOVELAND,CO,"$52,693.89"
"FRICKMAN, CARL E",Family Practice,LOVELAND,CO,"$49,661.22"
"ARGUELLO, DANIEL",Emergency Medicine,LOVELAND,CO,"$48,963.67"
"SCHULTZ, PETER D",Podiatry,LOVELAND,CO,"$46,923.12"
"SHELANSKI, SAMUEL A",Hematology,LOVELAND,CO,"$44,892.73"
"MINOR, NEEKA A",Physical Therapist,LOVELAND,CO,"$44,279.44"
"GOLD, FAWN",Speech Language Pathologist,LOVELAND,CO,"$43,614.70"
"LYNCH, KATHRYN L",Gastroenterology,LOVELAND,CO,"$43,484.68"
"ANDERSON, BRIDGET L",Physical Therapist,LOVELAND,CO,"$43,155.95"
"FRIEDMAN, SHERI J",Neurology,LOVELAND,CO,"$42,065.98"
"WIDDEL, LARS",Neurosurgery,LOVELAND,CO,"$41,970.02"
"MEREDITH, LAWRENCE A",Neurology,LOVELAND,CO,"$41,648.21"
"BUSSE, ROBERT W",Physical Therapist,LOVELAND,CO,"$41,554.63"
"CULVER, WILLIAM",Allergy/Immunology,LOVELAND,CO,"$39,254.13"
"SHERLOCK, PATRICK F",Chiropractic,LOVELAND,CO,"$38,162.13"
"HARTWICK, JON",Physical Therapist,LOVELAND,CO,"$38,059.86"
"CABRERA, ANTHONY J",Family Practice,LOVELAND,CO,"$37,401.54"
"SMIDDY, JARED",Physical Therapist,LOVELAND,CO,"$35,823.61"
"CRANE, JOHN T",Obstetrics/Gynecology,LOVELAND,CO,"$34,907.07"
"YOUNG, ERIC E",Orthopedic Surgery,LOVELAND,CO,"$34,679.26"
"REENTS, WILLIAM J",Family Practice,LOVELAND,CO,"$34,131.66"
"HAND, TRAVIS",Physical Therapist,LOVELAND,CO,"$33,791.97"
"TARTAGLIA, LOUIS",Orthopedic Surgery,LOVELAND,CO,"$33,141.24"
"O'HARE, HALEY D",Speech Language Pathologist,LOVELAND,CO,"$33,014.96"
"MCCABE LENTZ, JENNIFER L",Family Practice,LOVELAND,CO,"$32,974.77"
"BLOMQUIST, THOMAS M",General Surgery,LOVELAND,CO,"$32,015.13"
"FELIX, KEVIN A",Family Practice,LOVELAND,CO,"$30,972.07"
"DAVIES, ANN T",Family Practice,LOVELAND,CO,"$29,732.48"
"AGRAMA, SUSAN D",Internal Medicine,LOVELAND,CO,"$29,242.57"
"COLVIN, JOHN W",Optometry,LOVELAND,CO,"$27,947.91"
"ZINK, LENNEA",Physical Therapist,LOVELAND,CO,"$27,570.61"
SAFEWAY INC,Mass Immunization Roster Biller,LOVELAND,CO,"$25,551.15"
"DUPPER, ROBERT",Emergency Medicine,LOVELAND,CO,"$25,425.34"
"TALIAFERRO, JOHN P",Family Practice,LOVELAND,CO,"$25,094.47"
"BOEDING, MARVIN A",Clinical Psychologist,LOVELAND,CO,"$24,650.79"
"DUBIN, JEREMY A",Family Practice,LOVELAND,CO,"$24,253.38"
"ROSS, ANDREW L",Physical Therapist,LOVELAND,CO,"$23,978.27"
"RULE, INGRID K",Family Practice,LOVELAND,CO,"$23,641.56"
"ALLEN, THOMAS J",Family Practice,LOVELAND,CO,"$22,515.65"
"HOLM JOHANSEN, JON EIRIK",Chiropractic,LOVELAND,CO,"$22,426.00"
"OTT, BRADLEY J",Physical Therapist,LOVELAND,CO,"$21,766.83"
"YEH, ERIC M",Obstetrics/Gynecology,LOVELAND,CO,"$21,649.96"
PROFESSIONAL PHARMACY SERVICES,Mass Immunization Roster Biller,LOVELAND,CO,"$21,452.92"
"JONES, CHRISTOPHER E",Internal Medicine,LOVELAND,CO,"$21,337.66"
"REEVES, AMY L",Chiropractic,LOVELAND,CO,"$20,668.81"
"FIRESTEIN, BETH A",Clinical Psychologist,LOVELAND,CO,"$20,414.25"
"BANFORD, DAVID M",Optometry,LOVELAND,CO,"$20,373.46"
"SCOTT, TRENTON",Chiropractic,LOVELAND,CO,"$20,243.47"
"LOEB, MARK H",Family Practice,LOVELAND,CO,"$20,147.56"
"SHOTTS, BRUCE L",Chiropractic,LOVELAND,CO,"$19,377.76"
"RISENHOOVER, EDWIN D",Family Practice,LOVELAND,CO,"$19,019.28"
"METZLER, MICHAEL H",General Surgery,LOVELAND,CO,"$18,460.63"
"BECK, SUSAN M",Family Practice,LOVELAND,CO,"$18,327.66"
"SCHMIDOVA, KARIN",General Surgery,LOVELAND,CO,"$18,247.34"
"PATRICK, AMY N",Physician Assistant,LOVELAND,CO,"$16,921.22"
"MACK, JULIE",Clinical Psychologist,LOVELAND,CO,"$16,740.55"
"SCOTT, JULIE A",Chiropractic,LOVELAND,CO,"$16,643.26"
"HONEA, JOYCE C",Nurse Practitioner,LOVELAND,CO,"$16,449.85"
"LEVINE, PAMELA L",Family Practice,LOVELAND,CO,"$16,350.32"
"HOLM-JOHANSEN, BECKY E",Chiropractic,LOVELAND,CO,"$16,163.61"
"OTT, CHRISTIANA",Physical Therapist,LOVELAND,CO,"$15,699.16"
"DEPPERSCHMIDT, CRAIG D",Physical Therapist,LOVELAND,CO,"$15,687.73"
